Ref_Date,GEO,Value
2012,"Summerside, Prince Edward Island",568
2013,"Summerside, Prince Edward Island",586
2009,"Summerside, Prince Edward Island",644
2010,"Summerside, Prince Edward Island",684
2011,"Summerside, Prince Edward Island",687
2012,"Summerside, Prince Edward Island",730
2013,"Summerside, Prince Edward Island",743
2009,"Summerside, Prince Edward Island",724
2010,"Summerside, Prince Edward Island",713
2011,"Summerside, Prince Edward Island",731
2012,"Summerside, Prince Edward Island",750
2013,"Summerside, Prince Edward Island",801
2009,"Cape Breton, Nova Scotia",479
2010,"Cape Breton, Nova Scotia",485
2011,"Cape Breton, Nova Scotia",503
2012,"Cape Breton, Nova Scotia",526
2013,"Cape Breton, Nova Scotia",537
2009,"Cape Breton, Nova Scotia",523
2010,"Cape Breton, Nova Scotia",542
2011,"Cape Breton, Nova Scotia",548
2012,"Cape Breton, Nova Scotia",580
2013,"Cape Breton, Nova Scotia",593
2009,"Cape Breton, Nova Scotia",640
2010,"Cape Breton, Nova Scotia",651
2011,"Cape Breton, Nova Scotia",685
2012,"Cape Breton, Nova Scotia",712
2013,"Cape Breton, Nova Scotia",724
2009,"Cape Breton, Nova Scotia",726
2010,"Cape Breton, Nova Scotia",828
2011,"Cape Breton, Nova Scotia",853
2012,"Cape Breton, Nova Scotia",826
2013,"Cape Breton, Nova Scotia",850
2009,"Cape Breton, Nova Scotia",..
2010,"Cape Breton, Nova Scotia",..
2011,"Cape Breton, Nova Scotia",..
2012,"Cape Breton, Nova Scotia",..
2013,"Cape Breton, Nova Scotia",..
2009,"Cape Breton, Nova Scotia",F
2010,"Cape Breton, Nova Scotia",F
2011,"Cape Breton, Nova Scotia",F
2012,"Cape Breton, Nova Scotia",F
2013,"Cape Breton, Nova Scotia",F
2009,"Cape Breton, Nova Scotia",F
2010,"Cape Breton, Nova Scotia",F
2011,"Cape Breton, Nova Scotia",619
2012,"Cape Breton, Nova Scotia",720
2013,"Cape Breton, Nova Scotia",765
2009,"Cape Breton, Nova Scotia",..
2010,"Cape Breton, Nova Scotia",..
2011,"Cape Breton, Nova Scotia",..
2012,"Cape Breton, Nova Scotia",..
2013,"Cape Breton, Nova Scotia",..
2009,"Cape Breton, Nova Scotia",479
2010,"Cape Breton, Nova Scotia",485
2011,"Cape Breton, Nova Scotia",503
2012,"Cape Breton, Nova Scotia",526
2013,"Cape Breton, Nova Scotia",537
2009,"Cape Breton, Nova Scotia",523
2010,"Cape Breton, Nova Scotia",542
2011,"Cape Breton, Nova Scotia",547
2012,"Cape Breton, Nova Scotia",580
2013,"Cape Breton, Nova Scotia",595
2009,"Cape Breton, Nova Scotia",641
2010,"Cape Breton, Nova Scotia",652
2011,"Cape Breton, Nova Scotia",686
2012,"Cape Breton, Nova Scotia",712
2013,"Cape Breton, Nova Scotia",722
2009,"Cape Breton, Nova Scotia",726
2010,"Cape Breton, Nova Scotia",828
2011,"Cape Breton, Nova Scotia",853
2012,"Cape Breton, Nova Scotia",826
2013,"Cape Breton, Nova Scotia",850
2009,"Cape Breton, Nova Scotia",483
2010,"Cape Breton, Nova Scotia",476
2011,"Cape Breton, Nova Scotia",508
2012,"Cape Breton, Nova Scotia",524
2013,"Cape Breton, Nova Scotia",541
2009,"Cape Breton, Nova Scotia",540
2010,"Cape Breton, Nova Scotia",553
2011,"Cape Breton, Nova Scotia",568
2012,"Cape Breton, Nova Scotia",593
2013,"Cape Breton, Nova Scotia",614
2009,"Cape Breton, Nova Scotia",673
2010,"Cape Breton, Nova Scotia",691
2011,"Cape Breton, Nova Scotia",736
2012,"Cape Breton, Nova Scotia",757
2013,"Cape Breton, Nova Scotia",760
2009,"Cape Breton, Nova Scotia",816
2010,"Cape Breton, Nova Scotia",883
2011,"Cape Breton, Nova Scotia",923
2012,"Cape Breton, Nova Scotia",980
2013,"Cape Breton, Nova Scotia",972
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"Chester, Nova Scotia",..
2010,"Chester, Nova Scotia",..
2011,"Chester, Nova Scotia",..
2012,"Chester, Nova Scotia",..
2013,"Chester, Nova Scotia",..
2009,"East Hants, Nova Scotia",F
2010,"East Hants, Nova Scotia",F
2011,"East Hants, Nova Scotia",F
2012,"East Hants, Nova Scotia",F
2013,"East Hants, Nova Scotia",F
2009,"East Hants, Nova Scotia",552
2010,"East Hants, Nova Scotia",580
2011,"East Hants, Nova Scotia",567
2012,"East Hants, Nova Scotia",537
2013,"East Hants, Nova Scotia",554
2009,"East Hants, Nova Scotia",696
2010,"East Hants, Nova Scotia",751
2011,"East Hants, Nova Scotia",788
2012,"East Hants, Nova Scotia",767
2013,"East Hants, Nova Scotia",784
2009,"East Hants, Nova Scotia",669
2010,"East Hants, Nova Scotia",724
2011,"East Hants, Nova Scotia",701
2012,"East Hants, Nova Scotia",754
2013,"East Hants, Nova Scotia",743
2009,"East Hants, Nova Scotia",..
2010,"East Hants, Nova Scotia",..
2011,"East Hants, Nova Scotia",..
2012,"East Hants, Nova Scotia",..
2013,"East Hants, Nova Scotia",..
2009,"East Hants, Nova Scotia",..
2010,"East Hants, Nova Scotia",..
2011,"East Hants, Nova Scotia",..
2012,"East Hants, Nova Scotia",..
2013,"East Hants, Nova Scotia",..
2009,"East Hants, Nova Scotia",..
2010,"East Hants, Nova Scotia",F
2011,"East Hants, Nova Scotia",F
2012,"East Hants, Nova Scotia",F
2013,"East Hants, Nova Scotia",875
2009,"East Hants, Nova Scotia",..
2010,"East Hants, Nova Scotia",..
2011,"East Hants, Nova Scotia",..
2012,"East Hants, Nova Scotia",..
2013,"East Hants, Nova Scotia",..
2009,"East Hants, Nova Scotia",F
2010,"East Hants, Nova Scotia",F
2011,"East Hants, Nova Scotia",F
2012,"East Hants, Nova Scotia",F
2013,"East Hants, Nova Scotia",F
2009,"East Hants, Nova Scotia",552
2010,"East Hants, Nova Scotia",580
2011,"East Hants, Nova Scotia",567
2012,"East Hants, Nova Scotia",537
2013,"East Hants, Nova Scotia",554
2009,"East Hants, Nova Scotia",696
2010,"East Hants, Nova Scotia",751
2011,"East Hants, Nova Scotia",784
2012,"East Hants, Nova Scotia",762
2013,"East Hants, Nova Scotia",776
2009,"East Hants, Nova Scotia",669
2010,"East Hants, Nova Scotia",724
2011,"East Hants, Nova Scotia",701
2012,"East Hants, Nova Scotia",754
2013,"East Hants, Nova Scotia",743
2009,"East Hants, Nova Scotia",..
2010,"East Hants, Nova Scotia",F
2011,"East Hants, Nova Scotia",F
2012,"East Hants, Nova Scotia",F
2013,"East Hants, Nova Scotia",F
2009,"East Hants, Nova Scotia",592
2010,"East Hants, Nova Scotia",618
2011,"East Hants, Nova Scotia",580
2012,"East Hants, Nova Scotia",F
2013,"East Hants, Nova Scotia",F
2009,"East Hants, Nova Scotia",739
2010,"East Hants, Nova Scotia",795
2011,"East Hants, Nova Scotia",841
2012,"East Hants, Nova Scotia",807
2013,"East Hants, Nova Scotia",816
2009,"East Hants, Nova Scotia",..
2010,"East Hants, Nova Scotia",F
2011,"East Hants, Nova Scotia",..
2012,"East Hants, Nova Scotia",F
2013,"East Hants, Nova Scotia",..
2009,"Halifax, Nova Scotia",638
2010,"Halifax, Nova Scotia",632
2011,"Halifax, Nova Scotia",670
2012,"Halifax, Nova Scotia",690
2013,"Halifax, Nova Scotia",703
2009,"Halifax, Nova Scotia",710
2010,"Halifax, Nova Scotia",732
2011,"Halifax, Nova Scotia",752
2012,"Halifax, Nova Scotia",773
2013,"Halifax, Nova Scotia",784
2009,"Halifax, Nova Scotia",877
2010,"Halifax, Nova Scotia",891
2011,"Halifax, Nova Scotia",925
2012,"Halifax, Nova Scotia",953
2013,"Halifax, Nova Scotia",976
2009,"Halifax, Nova Scotia",1067
2010,"Halifax, Nova Scotia",1097
2011,"Halifax, Nova Scotia",1134
2012,"Halifax, Nova Scotia",1165
2013,"Halifax, Nova Scotia",1209
2009,"Halifax, Nova Scotia",F
2010,"Halifax, Nova Scotia",F
2011,"Halifax, Nova Scotia",..
2012,"Halifax, Nova Scotia",F
2013,"Halifax, Nova Scotia",..
2009,"Halifax, Nova Scotia",649
2010,"Halifax, Nova Scotia",678
2011,"Halifax, Nova Scotia",688
2012,"Halifax, Nova Scotia",727
2013,"Halifax, Nova Scotia",698
2009,"Halifax, Nova Scotia",876
2010,"Halifax, Nova Scotia",851
2011,"Halifax, Nova Scotia",869
2012,"Halifax, Nova Scotia",895
2013,"Halifax, Nova Scotia",1039
2009,"Halifax, Nova Scotia",1227
2010,"Halifax, Nova Scotia",1046
2011,"Halifax, Nova Scotia",1176
2012,"Halifax, Nova Scotia",1128
2013,"Halifax, Nova Scotia",1222
2009,"Halifax, Nova Scotia",638
2010,"Halifax, Nova Scotia",632
2011,"Halifax, Nova Scotia",670
2012,"Halifax, Nova Scotia",690
2013,"Halifax, Nova Scotia",703
2009,"Halifax, Nova Scotia",710
2010,"Halifax, Nova Scotia",732
2011,"Halifax, Nova Scotia",753
2012,"Halifax, Nova Scotia",773
2013,"Halifax, Nova Scotia",785
2009,"Halifax, Nova Scotia",877
2010,"Halifax, Nova Scotia",891
2011,"Halifax, Nova Scotia",925
2012,"Halifax, Nova Scotia",954
2013,"Halifax, Nova Scotia",976
2009,"Halifax, Nova Scotia",1059
2010,"Halifax, Nova Scotia",1099
2011,"Halifax, Nova Scotia",1131
2012,"Halifax, Nova Scotia",1167
2013,"Halifax, Nova Scotia",1209
2009,"Halifax, Nova Scotia",642
2010,"Halifax, Nova Scotia",641
2011,"Halifax, Nova Scotia",681
2012,"Halifax, Nova Scotia",696
2013,"Halifax, Nova Scotia",709
2009,"Halifax, Nova Scotia",714
2010,"Halifax, Nova Scotia",737
2011,"Halifax, Nova Scotia",758
2012,"Halifax, Nova Scotia",778
2013,"Halifax, Nova Scotia",788
2009,"Halifax, Nova Scotia",880
2010,"Halifax, Nova Scotia",898
2011,"Halifax, Nova Scotia",932
2012,"Halifax, Nova Scotia",960
2013,"Halifax, Nova Scotia",984
2009,"Halifax, Nova Scotia",1070
2010,"Halifax, Nova Scotia",1110
2011,"Halifax, Nova Scotia",1144
2012,"Halifax, Nova Scotia",1165
2013,"Halifax, Nova Scotia",1208
2009,"Kentville, Nova Scotia",473
2010,"Kentville, Nova Scotia",471
2011,"Kentville, Nova Scotia",522
2012,"Kentville, Nova Scotia",477
2013,"Kentville, Nova Scotia",507
2009,"Kentville, Nova Scotia",536
2010,"Kentville, Nova Scotia",524
2011,"Kentville, Nova Scotia",526
2012,"Kentville, Nova Scotia",540
2013,"Kentville, Nova Scotia",556
2009,"Kentville, Nova Scotia",620
2010,"Kentville, Nova Scotia",620
2011,"Kentville, Nova Scotia",643
2012,"Kentville, Nova Scotia",661
2013,"Kentville, Nova Scotia",668
2009,"Kentville, Nova Scotia",647
2010,"Kentville, Nova Scotia",767
2011,"Kentville, Nova Scotia",691
2012,"Kentville, Nova Scotia",703
2013,"Kentville, Nova Scotia",720
2009,"Kentville, Nova Scotia",..
2010,"Kentville, Nova Scotia",..
2011,"Kentville, Nova Scotia",..
2012,"Kentville, Nova Scotia",..
2013,"Kentville, Nova Scotia",..
2009,"Kentville, Nova Scotia",..
2010,"Kentville, Nova Scotia",..
2011,"Kentville, Nova Scotia",..
2012,"Kentville, Nova Scotia",F
2013,"Kentville, Nova Scotia",..
2009,"Kentville, Nova Scotia",643
2010,"Kentville, Nova Scotia",676
2011,"Kentville, Nova Scotia",781
2012,"Kentville, Nova Scotia",803
2013,"Kentville, Nova Scotia",817
2009,"Kentville, Nova Scotia",..
2010,"Kentville, Nova Scotia",..
2011,"Kentville, Nova Scotia",..
2012,"Kentville, Nova Scotia",..
2013,"Kentville, Nova Scotia",F
2009,"Kentville, Nova Scotia",473
2010,"Kentville, Nova Scotia",471
2011,"Kentville, Nova Scotia",522
2012,"Kentville, Nova Scotia",477
2013,"Kentville, Nova Scotia",507
2009,"Kentville, Nova Scotia",536
2010,"Kentville, Nova Scotia",524
2011,"Kentville, Nova Scotia",526
2012,"Kentville, Nova Scotia",539
2013,"Kentville, Nova Scotia",556
2009,"Kentville, Nova Scotia",620
2010,"Kentville, Nova Scotia",619
2011,"Kentville, Nova Scotia",638
2012,"Kentville, Nova Scotia",656
2013,"Kentville, Nova Scotia",664
2009,"Kentville, Nova Scotia",647
2010,"Kentville, Nova Scotia",767
2011,"Kentville, Nova Scotia",691
2012,"Kentville, Nova Scotia",703
2013,"Kentville, Nova Scotia",711
2009,"Kentville, Nova Scotia",502
2010,"Kentville, Nova Scotia",464
2011,"Kentville, Nova Scotia",533
2012,"Kentville, Nova Scotia",462
2013,"Kentville, Nova Scotia",507
2009,"Kentville, Nova Scotia",569
2010,"Kentville, Nova Scotia",535
2011,"Kentville, Nova Scotia",540
2012,"Kentville, Nova Scotia",548
2013,"Kentville, Nova Scotia",570
2009,"Kentville, Nova Scotia",629
2010,"Kentville, Nova Scotia",627
2011,"Kentville, Nova Scotia",641
2012,"Kentville, Nova Scotia",663
2013,"Kentville, Nova Scotia",675
2009,"Kentville, Nova Scotia",662
2010,"Kentville, Nova Scotia",860
2011,"Kentville, Nova Scotia",717
2012,"Kentville, Nova Scotia",741
2013,"Kentville, Nova Scotia",743
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"Lunenburg, Nova Scotia",..
2010,"Lunenburg, Nova Scotia",..
2011,"Lunenburg, Nova Scotia",..
2012,"Lunenburg, Nova Scotia",..
2013,"Lunenburg, Nova Scotia",..
2009,"New Glasgow, Nova Scotia",391
2010,"New Glasgow, Nova Scotia",449
2011,"New Glasgow, Nova Scotia",465
2012,"New Glasgow, Nova Scotia",483
2013,"New Glasgow, Nova Scotia",469
